EventClassIDs,EventClassNames
7874fd18-189d-4e55-93d6-e8315ffb0c47,Update Options setting changed
e39cd143-a42b-4c0e-a9c1-acdd75317be2,Transfer Connect Timeout setting changed
d355e701-f870-4679-b33a-4bc0ebde9c78,Service log level changed
3528a300-dbd5-4c89-a73d-2c1234eb47c1,Send Port setting changed
907a437d-c8e0-458e-a6b1-ee579ab4b3e2,Secure cache against pollution flag changed
8e3feac6-98dd-4ca3-be3d-ae4329a97362,Scavenging period changed
a86dee7a-d61d-46c2-83a8-4c6ff80e600f,RPC Protocol setting changed
a7188625-c774-4cdb-949d-c43fa3552521,Round-robin flag changed
7a7f30bb-e04a-4194-957d-5eb0de4e7a52,Refresh interval changed
a0cac76c-4b9b-4188-a4ee-d4fffb7d6695,Recursion Timeout setting changed
08571434-bacd-4d55-857b-339279af6f82,Recursion Retry setting changed
0910e00c-1d66-4686-9a4e-ba5850a4f2b4,Recursion flag changed
6e237207-cec7-4b63-aad9-7fbb0a932f6c,Publish Autonet setting changed
5c41b2cc-041a-42bb-8436-4d687afca9ef,Publish Addresses list changed
51fd7325-fb27-479a-94b5-1135f55b376d,No-refresh interval changed
70609cf3-cd56-4a55-9f9a-cdde01eb2f80,Name checking option changed
02380737-0262-4153-803a-f0d4b38cb1bb,Max Cache TTL setting changed
981e7ec0-7396-40e5-aece-75f0f5ccb193,Loose Wildcarding setting changed
b89c96e4-03f6-4243-abc8-cb0bbc3c39f9,LogFileMaxSize setting changed
c460e3be-8fc3-4406-94d4-7a62f67b70bc,Log File Path changed
3057451a-1217-42df-ae85-c19e2a7ee0fa,Listen-on interfaces changed
462989e4-ead8-49dc-99e3-153e299b92b5,IsSlave setting changed
b8caa91d-4ab1-4855-b047-965ac73fb7b1,Forwarders list changed
261321e6-b255-48e6-afbb-026b8b2477da,Forwarder timeout changed
ffa3e7c8-b223-4847-be15-887e5c6dad8a,Forward Delegations setting changed
f1af9af3-c608-4e96-ba4c-67223904cf8e,Fail on load flag changed
8c5717f0-674d-49b6-b5a5-e82c3b91e74a,Event Log Level changed
c71a4003-ee51-4b49-b606-8a0d75b45c77,Enable netmask ordering flag changed
f9b81297-53f9-459e-9a72-99a9da0ffcda,DNS service added
7003b0c7-3b00-4b14-b70e-5b5610dfce57,DisableNSRecordsAutoCreation
7a826d66-4d55-4501-a744-70af10e77577,Disable Auto Reverse Zones setting changed
bbfc55bb-728f-46df-bfb2-fae7ee70e456,Database Directory setting changed
f91f67d9-a8b2-4d48-8f15-9a99f283ce4d,BIND secondaries flag changed
1384f10c-d7b7-450d-911d-0f29dd56ad17,AutoConfigFileZones setting changed
15164946-290e-4b92-b263-fe9d19bd3727,Address Answer Limit changed
38671f58-b6f2-4fb8-8ddb-10ea5a2b5f7a,Application partition replica added
4114736d-e55e-40bf-95d5-cef46e09cfff,Application partition replica removed
27460d48-41b4-41bd-ba19-63ceb4ad1a9f,Connection object added
556e6027-939f-4f63-b9e2-6163f676c779,Connection object removed
f1d0cfbf-222f-410a-9b05-26d3b2a64384,Contents of WINS server list changed
97c90ed6-b6fd-4c8f-aecd-c310ac6ce01e,DIT location changed
d4441f9a-ab42-4f83-bf98-0d74760b311e,Domain controller added as preferred bridgehead server
6a45ad6b-3907-4a17-b222-8f8d69253c80,Domain controller removed as preferred bridgehead server
473a9149-c928-44a9-9381-a6e1c2511928,Domain Controller service pack applied
99510a8c-06b6-4084-b5bc-9f91091832ef,DS database logging and recover option changed
766350a4-b536-4d30-94bb-cbfdb477f7e2,DS hierarchy table evaluation interval changed
63263d47-b585-4213-ab87-08a9afcdfa88,DS log file location changed
e9b92b86-2586-4607-87d8-2639fca4f04e,KCC delay after startup changed
457eea51-d09b-4027-ac1c-d17491fa74bf,KCC site generator renewal interval changed
2f0d7230-cc47-491f-8b80-570908fa6381,KCC update interval changed
5e0465c8-ae74-44f3-bbde-ac9a69b7b0e6,Kerberos diagnostic log level changed
97800f44-07dd-439e-9867-71fe20a3f336,Maximum number of DS threads changed
76a7624e-23fb-4f58-b4f1-6c784061ad89,NetBIOS setting changed
682789c2-d5e3-462c-b91c-d38a9709bcc3,NIC disabled
6070e0c5-bc88-42b8-a6be-c1e8711c554c,NIC enabled
d5a7b12c-6286-4a5b-8fc4-d23bbf45474d,Preferred bridgehead setting changed
1f1a3637-0328-4ef5-8ec8-cf233c4cda2d,Replicator notify pause after modify delay changed
da55aad6-137a-4239-b2fe-566470f8f58a,TCP Allowed Port list changed
cfd515a5-05d9-4d9f-a252-e31672d78aef,TCP/IP Filtering changed
295724d0-9497-4a8c-b2e6-13cb12e81e97,UDP Allowed Port list changed
5ef9f879-a7f6-4cd8-9ebe-5a7911991a91,Use LMHOSTS option changed
5fe6752f-201b-48e6-9114-f18c7e1909fc,Terminal Services profile path changed for local user
d81a305e-9dc2-49d0-930b-82206ffb755e,Terminal Services Home folder path changed for local user
a286026d-7984-4a5b-8438-fffc0614568a,Terminal Services Home folder mapped drive changed for local user
01648abd-ae7b-4ad4-8dd4-5aecb614e994,Session limit action changed for local user
ab22aecb-97c1-43bc-97ef-39cbcc357ede,Remote Control Require User's Permission changed for local user
13192abd-f9e3-4dd1-a7b0-ce0b1a0a1950,Remote control Level of control changed for local user
f6b51006-6fe9-4514-87af-e82c6c30f409,Remote access permission changed for local user
1f1894d8-688b-4fb9-82ce-474beb3de96c,Profile path changed for local user
f751568d-81a1-4ef6-a7d0-da9afc79cf6f,Password Required changed for local user
646752ae-9b8a-4e25-899c-c08e55a83335,Local user renamed
db948cac-a0ca-4632-8502-7c48a84369d9,Local user removed
30063735-9c11-4c2f-afad-7d9706371d75,Local user added
e15ef688-1563-4d26-b9a7-768a138f989b,Idle session limit changed for local user
766eee0a-fbf6-4419-bb68-8a46c42c24f4,Home folder path changed for local user
97b6c887-4065-4665-ac46-9d01651ab02d,Home folder mapped drive changed for local user
565398b8-46df-4b05-bde0-f71225855d34,Enable Remote Control changed for local user
db0a1e2b-0b88-434a-b91f-b6a1ff660a49,Disconnected session timeout changed for local user
ca8c8ada-f491-4d4b-bec2-5fd8c7ffa5c9,Dial-in Verify Caller-ID changed for local user
0a588bf2-3dcb-48a7-9a75-3b253b6ad40e,Dial-in Static routes changed for local user
88f033fa-207d-4b83-b78f-dde158432618,Dial-in Static IP address changed for local user
8643128f-9c38-499f-b901-ad76f1a7a207,Dial-in Callback Options changed for local user
9b1abe43-1e75-45ff-86e5-9773d12efc13,Dial-in Callback number changed for local user
4f76e48a-cef5-424a-afdd-80d9adb7d5ca,Deny this user Terminal Services permission changed for local user
cbfd5e18-dcc7-41ce-bddc-0fce6d00bf90,Default To Main Client Printer changed for local user
802ecedb-76d1-49ee-9560-44e4faaf2192,Can't Change Password changed for local user
f7f85792-3752-4d3b-97c3-1ef6656f3441,Allow reconnection option changed for local user
06d3e96b-5057-4d69-94f3-05fb47a099d8,Local share added
30a62a38-45a4-43e9-a264-30847651f2cb,Local share permissions changed
4344fff0-fc1d-4920-9b34-647033bf6129,GC added
46df597e-1559-48c8-a580-29400a9dc430,GC removed
6ed62a12-bafd-452a-8474-96d5a76b60bc,Subordinate OU added
85d9697b-3d59-4278-813a-e28d12a1071e,Computer renamed
a5e619ab-9656-4869-bcfc-de357863897b,Local share removed
bf3ce05e-0341-4d94-af5a-1a08531d416d,Successful Azure Active Directory sign-in
1547b1fe-bf6f-4d5f-bc69-14fbd63299d6,Role assigned to member
570a2f3d-1bed-450d-bd8e-280087c2d0d2,Role assigned to eligible member
1a8dfa9d-4198-4596-b7b1-a7ab5c245a17,Role removed from eligible member
75b50f5e-947e-4e2f-94cd-f9f481b05f27,Role removed from member
cf8e4f09-1100-4944-9443-e857909db76b,Eligible member added to role
497e7b0a-c735-4a45-be85-369b57e06e45,Eligible member removed from role
41f0a2ae-6e04-44a2-8e57-b7049de6a95c,Azure Active Directory audit event
a3bb6906-6c65-425b-960f-6e3c2d4af833,DACL changed on computer object
32f9e326-dd8b-4854-9701-44b7d7f6777e,Domain added
e91412b7-0679-4301-aedb-fad51af264f5,Default site query policy object changed
9ea12a1c-ab14-4f45-a712-692897b6e30a,Linked query policy object for site changed
7e6a6d56-a235-4e91-855a-b6d6abca744d,An incorrectly finished user session was found
c1a6c1c2-18fc-41de-aec0-1cd556a4c302,A user session was started due to user switch
fc1ab956-bfb9-451c-b139-dccc8976d917,A user session was started by user unlocking the computer
8cc6cf85-debf-4033-ada1-d5c7ba3a786e,A user session was started by user making a terminal services connection
2a5f76b5-6e62-4e75-9740-7659c357b8cd,A user session was started by user exiting screensaver mode
abd846ac-6320-4a4b-b1ad-9b74be8ebb3e,A user session was started before the start of the user session monitoring service
bb14f04f-a7d6-4485-aee5-758e4d3a81a9,A user session was started
80915947-89a4-425e-9c17-7b67f2639ba3,A user session was ended due to user switch
339959e6-c64c-4f28-adb3-7fdc93c92d64,A user session was ended due to computer shutdown
baad70d5-f9f5-4995-919f-95a2a6fa961c,A user session was ended by user stopping a terminal services connection
221354f6-a351-495a-a1f8-421866f76d0d,A user session was ended by user locking the computer
5573d655-b26e-487f-91e4-278b00e1bdee,A user session was ended by the screensaver turning on
9ead5ce6-354d-4f9b-b604-ff685dfe39c5,A user session took place
25ae56fc-5170-420c-bca7-e2713792797e,DNS A record modified
e5210e57-b5f3-40f1-8bd6-d3a166ec9288,DNS AAAA record modified
d09a7072-98a4-4721-a89c-f4fe12f71cfd,DNS CNAME record added
115a641a-12fa-40c3-bf4d-57fe666b7fad,DNS MX record added
6a6e535c-e528-4f13-9c3f-dbb9681a0161,DNS SRV record added
b238dc01-6b1d-4b8e-afb1-b9cc53f95d69,Expires after period changed
712ebea1-28f3-4600-b234-323a7a698675,Name server added
096754aa-3e45-4144-83c0-91964c57924f,Primary server changed
f8b5ffe4-14e1-4907-b8af-638765fa5c16,Retry interval changed
144fb5a7-b08d-4aee-9c5d-353415811db1,WINS forwarding flag disabled
b7b3bfa4-deb1-4a76-9107-9abad3aaf716,WINS forwarding flag enabled
a9ea89c7-b334-40ea-b519-b373fb875a3d,WINS forwarding host list changed
acefe1c8-19e9-45c0-b083-296a610fca1c,Zone allow dynamic updates flag changed
dbed1e5a-d06b-46aa-93cf-34b846506100,Zone default TTL changed
fd1bb743-db9a-424c-a215-eb0b21f6743d,Zone delegation added
a4663fd4-b0e8-4e7e-bee1-a8445dfcf4a9,Zone refresh interval changed
a4fbda23-a74b-4749-9641-c902dd6bfb98,Zone replication scope changed
9da13d9e-a0f4-4b24-a194-74e6aaadb805,Zone storage changed
aeb719a0-5eb0-4a55-9f42-768df5a0915a,Zone transfer flag changed
43b87628-1119-477b-93ab-3d69b63ecd83,Zone transfer host list changed
2bfe82dc-09d0-40a4-98c3-a3d99bf33c77,Zone type changed
90e5d9ea-96dd-4f64-9d1a-a97428bfedd7,External DNS Lookup Option Changed on Send Connector
2db02b3d-6e6b-4e50-87f7-dfdbc859851c,Server Hub Transport - External DNS Adapter
2a4264db-78b8-4336-b547-3b85a13a3746,Server Hub Transport - External DNS Adapter GUID
2caf5add-0957-4e96-8468-bf8b215f7c97,Server Hub Transport - External DNS Protocol
900c244e-c426-4aab-80d0-0d8f7a52fd53,Server Hub Transport - External DNS Servers
99bfa68a-5e4b-4d02-889e-0cf793fe05eb,Server Hub Transport - Internal DNS Adapter
8331d9c0-b561-4a61-bb2b-98f79e7d2909,Server Hub Transport - Internal DNS Adapter GUID
908b8898-2b3b-49c3-a2c6-56d9086652d2,Server Hub Transport - Internal DNS Protocol
fc477143-2780-4ba3-a054-fdd350690144,Server Hub Transport - Internal DNS Servers
abd3b5f3-3b6e-4c39-be47-e47263788c82,Use DNS MX Records To Route Mail Option Changed
adb93d62-d9bd-4aac-94b0-e9182084806f,Active session limit changed for local user
49196f96-a7dc-434a-b301-5729367331ff,Starter GPO removed
fa53eda4-0cdb-4b15-aa70-d2e85c8926e2,Starter GPO created
9769b7ac-7cad-495f-b16d-d774861157ae,Linked Group Policy on site changed
6a23e079-0154-42da-a969-5f69129a1de4,Group policy disable user configuration flag changed
f0f0494f-404e-4b0c-80c1-b86df4f8f68b,Group policy disable computer configuration flag changed
f9169f9b-9b86-4933-8c01-598fdf008059,Failed Starter Group Policy Container Access (Change Auditor Protection)
a45aeb76-08b5-4c77-a791-3cb62fbeaeb3,Failed Group Policy Container Access (Change Auditor Protection)
b9c822fa-a81f-4b7a-bd03-26961746d382,Wireless Network Policy removed
6028f3d8-2c3a-4006-813c-186b0ce3ae81,Wireless Network Policy changed
96595b99-2cc3-4d9c-947d-0b07c8984cfe,Wireless Network Policy added
11399435-74c7-462a-8967-257048d1ee5f,User Videos Folder Redirection Target Path changed
14eba70b-5025-4b9e-9fbc-0d1a02b46eb2,User Videos Folder Redirection Options changed
ef8b68e0-1a4d-4efb-b055-5e9b0a656fe9,User Start Menu Folder Redirection Target Path changed
e502f9da-a974-4cc7-af24-b9904d0bd8e2,User Start Menu Folder Redirection Options changed
46f1fe5a-2170-4698-b6f5-704473d03bb3,User Software Restriction Unrestricted Zone Rule removed
80742782-57d2-4755-8d9e-eee00eb11ab1,User Software Restriction Unrestricted Zone Rule changed
591ee218-4d5f-4e50-a945-106d51ee2e3b,User Software Restriction Unrestricted Zone Rule added
961e8778-3349-4910-9ddb-8f75f484a44a,User Software Restriction Unrestricted Path Rule removed
d82b6100-6a80-426e-af23-95df7cdee183,User Software Restriction Unrestricted Path Rule changed
7286fd6f-8444-422e-bf67-07442b5158b0,User Software Restriction Unrestricted Path Rule added
d4f5d019-cc11-4aab-9393-96640b09b6ec,User Software Restriction Unrestricted Hash Rule removed
98110476-72a8-401a-8dc8-9a34b4f0b3e3,User Software Restriction Unrestricted Hash Rule changed
fc0445f0-c2ef-4fef-8050-5a095ec267e1,User Software Restriction Unrestricted Hash Rule added
5c53ff5b-0438-4ef2-9715-9d3750800a4f,User Software Restriction Unrestricted Certificate Rule removed
94ecd3e3-4e5a-429c-93d2-9862ce3c36d9,User Software Restriction Unrestricted Certificate Rule changed
55febe64-c9b3-4a56-95cf-43ebae30d652,User Software Restriction Unrestricted Certificate Rule added
cbb7778c-0d08-456d-9e0b-fe5e2a3d14f2,User Software Restriction Trusted Publishers changed
5d20977e-26b9-455f-bbe8-c2a6f9dad948,User Software Restriction Policies Default Security Level changed
33e8a3d6-b2b7-4e19-9bc8-cd690cb3fb30,User Software Restriction Enforcement Users changed
017d3c7d-fafc-48c8-bfca-ccc1dc49bd92,User Software Restriction Enforcement Files changed
3e83548b-e4d0-44d4-81d2-83684a1450d6,User Software Restriction Disallowed Zone Rule removed
4ccf950f-1336-4a97-b359-6a62652dcd14,User Software Restriction Disallowed Zone Rule changed
0332bfe8-65e1-4969-9600-b4e38616341a,User Software Restriction Disallowed Zone Rule added
8613d67e-a9e5-40f8-afa5-2e28f1dcf76a,User Software Restriction Disallowed Path Rule removed
cd8d8132-0435-4bd0-a334-61682520601f,User Software Restriction Disallowed Path Rule changed
ef212e41-efd7-4ed8-9e13-045ab6bf4a1f,User Software Restriction Disallowed Path Rule added
b4f15517-41f2-4413-bf66-8b5c02dbdf12,User Software Restriction Disallowed Hash Rule removed
402c975f-631c-426f-beff-719ed083339e,User Software Restriction Disallowed Hash Rule changed
e2870edd-fdfb-4589-b977-3e5f0a847edd,User Software Restriction Disallowed Hash Rule added
830d9eff-af5e-47ec-a73e-c272b9d198d3,User Software Restriction Disallowed Certificate Rule removed
ec3a4f58-b3b6-4743-9991-6d4206d0f72d,User Software Restriction Disallowed Certificate Rule changed
5787f5be-dbd8-4130-b42c-422e192a2aa9,User Software Restriction Disallowed Certificate Rule added
39dd96af-2777-45d9-8b20-0f022f128257,User Software Restriction Designated File Types changed
80b962c0-4119-4edf-9157-03220cee1170,User Software Restriction Basic User Zone Rule removed
012efb17-749c-4144-99a5-c804b55e6379,User Software Restriction Basic User Zone Rule changed
3f9fd757-cc2f-48c6-bd16-2f459e793018,User Software Restriction Basic User Zone Rule added
ba5eca02-8451-4dc1-bbef-7d0966911748,User Software Restriction Basic User Path Rule removed
d6fe3b61-b8a3-4add-ade0-0d1104e3c55a,User Software Restriction Basic User Path Rule changed
f2de0ad3-2d95-45f9-b429-a660e442337b,User Software Restriction Basic User Path Rule added
35162ed4-41b5-4757-8ca8-79b4773d90aa,User Software Restriction Basic User Hash Rule removed
b9e656f9-67ad-471b-a1ad-14912a4dd167,User Software Restriction Basic User Hash Rule changed
d22017ab-03ac-4bd4-983f-8f78ee885121,User Software Restriction Basic User Hash Rule added
a5b18bf7-4ecc-476b-bd77-3c1e3e59dde0,User Software Installation Policy removed
5688dd69-b4fa-44b8-af3d-199187eef265,User Software Installation Policy changed
5ec7d679-466a-4bf9-92e3-c9a7cd71a3f5,User Software Installation Policy added
dc091c7a-edb3-4204-bb1b-ec43d00f1833,User Searches Folder Redirection Target Path changed
dc091c7a-edb3-4204-bb1b-ec43d00f1834,User Searches Folder Redirection Options changed
8e0ee2ac-9774-4b47-8964-0bec33074c42,User Saved Games Folder Redirection Target Path changed
8812a506-34b8-45e6-b356-65d6e25a57f3,User Saved Games Folder Redirection Options changed
16d3ad56-1bcf-496e-b4ab-cc2c59538a83,User Public Key Policies Enterprise Trust List removed
570b12e1-67c6-4483-86c9-bb77467efc21,User Public Key Policies Enterprise Trust List changed
102739b1-f810-4c51-8fa0-1eb0c713552a,User Public Key Policies Enterprise Trust List added
84281c36-bc0a-4a09-8fd5-30f337656d0c,User Public Key Policies Autoenrollment Settings changed
6fac1dd6-aebf-444d-b154-25689e069c16,User Pictures Folder Redirection Target Path changed
0e950f95-7218-4a6b-9519-183df2b9ec0d,User Pictures Folder Redirection Options changed
625b173f-f504-4c1c-9ab6-eb75311e8de6,User My Documents Folder Redirection Target Path changed
696f8b41-879f-42a9-8bf0-3b05eddbe13b,User My Documents Folder Redirection Options changed
7be4f769-3e26-4517-8daf-1fc2b101b631,User My Documents Folder My Pictures Preferences changed
38472bdf-698f-4de1-b9c9-01a6d329270a,User Music Folder Redirection Target Path changed
f2596ab0-b372-4109-8be8-65aec592226f,User Music Folder Redirection Options changed
4a71a5c6-a88b-4c61-a32c-c92a80c3805d,User Links Folder Redirection Target Path changed
abde8246-d3e2-4048-bb5d-53ad8299a34f,User Links Folder Redirection Options changed
95f872b7-39e4-43f5-8c3b-179e378ae52a,User Internet Explorer Maintenance User Agent String changed
f55260f5-960a-4e79-bfef-101235b9e3e2,User Internet Explorer Maintenance URLs Favorites and Links Top Of List Option changed
8fa20d1c-a05b-4228-9765-843402453b1d,User Internet Explorer Maintenance URLs Favorites and Links Delete Existing Favorites Option changed
1ef52b6a-0bdb-49e5-a723-0af044eb3c2f,User Internet Explorer Maintenance URLs Favorites and Links Delete Existing Channels Option changed
35f8cd4a-c3f4-4b07-9071-2159f0c3a161,User Internet Explorer Maintenance URLs Browser Links List changed
14fdd11f-0790-4929-be87-a69fb26a5dc6,User Internet Explorer Maintenance URLs Browser Favorites List changed
3c9e3d61-55ae-4359-8840-4d15a703a1e6,User Internet Explorer Maintenance Toolbar Buttons changed
59cf2cc4-9c8e-4ad1-8b5d-db5ede7b508a,User Internet Explorer Maintenance Toolbar Background Bitmap changed
2832aca2-4fef-42a5-8f65-34ad53e180e2,User Internet Explorer Maintenance Small Static Logo changed
3e59e7ce-9234-4b3a-9c22-0dda27266ca0,User Internet Explorer Maintenance Small Animated Logo changed
3a51a427-84c4-4e46-b6d1-92a1dbd5adbe,User Internet Explorer Maintenance Security Zones and Privacy Customization Option changed
d0f71a6f-bc03-404b-b0f1-220a398f54c1,User Internet Explorer Maintenance Proxy Settings Socks Proxy changed
10ec84bf-158f-4267-8c09-52f09d516377,User Internet Explorer Maintenance Proxy Settings Proxy Exceptions changed
289e4c3b-e877-4a3c-b76c-ee501d0c8594,User Internet Explorer Maintenance Proxy Settings HTTP Proxy changed
f68e258d-2f57-4c90-b526-76c0a371697a,User Internet Explorer Maintenance Proxy Settings Configuration Secure Proxy changed
dbf6dcc3-66eb-4919-bc54-13f56cabea11,User Internet Explorer Maintenance Proxy Settings Configuration Gopher Proxy changed
418be352-3c94-4bbe-93f0-7ed5abe5058a,User Internet Explorer Maintenance Proxy Settings Configuration FTP Proxy changed
c47419b8-c8c2-4d61-9cbe-9118637378a0,User Internet Explorer Maintenance Program Settings Option changed
31b23dce-e164-460c-8e0f-d9fcbcd5bfea,User Internet Explorer Maintenance Large Static Logo changed
d211390b-4206-4e42-b39d-897a74a06de9,User Internet Explorer Maintenance Large Animated Logo changed
f53dfa0d-df38-4bb8-9d85-db8e86f3e1ae,User Internet Explorer Maintenance Important URLs Search Bar URL changed
ef45d4ad-2dc2-4dea-b19d-fc9106ddc691,User Internet Explorer Maintenance Important URLs Online Support URL changed
19426102-c97c-4910-a441-ffcd6bb45e66,User Internet Explorer Maintenance Important URLs Home Page URL changed
dcb06151-45be-40ee-aea4-a84d8daec55a,User Internet Explorer Maintenance Enable Trusted Publisher Lockdown Option changed
aeecb7ad-3c29-4d14-bd46-b9fc69388d4e,User Internet Explorer Maintenance Content Ratings Option changed
33d13b2d-de26-4ac1-a04c-5c06ff16e695,User Internet Explorer Maintenance Connection Settings Import Option changed
3177ce84-a8c4-40f2-944e-5c41856a0f2b,User Internet Explorer Maintenance Connection Delete Existing Option changed
ab33a2e2-e90f-4f97-ad18-96746956e303,User Internet Explorer Maintenance Browser Title changed
c2640234-56cc-4f73-a93f-79662cb0aa5e,User Internet Explorer Maintenance Automatic Browser Configuration Auto-proxy URL changed
047ceb1a-aa13-4523-9241-844c60de329b,User Internet Explorer Maintenance Automatic Browser Configuration Auto-detect Option changed
759a382d-5bb3-488f-a027-5e2f3e0c2b79,User Internet Explorer Maintenance Automatic Browser Configuration Auto-config URL changed
976c7303-ab42-4369-a9d7-959bec3848ba,User Internet Explorer Maintenance Automatic Browser Configuration Auto-config Time changed
089acd3b-0029-4e9d-bc3c-43469cb0768d,User Internet Explorer Maintenance Automatic Browser Configuration Auto-config Option changed
df32a319-1fa0-4e6c-811b-51a91ba1a8cc,User Group Policy Script setting changed
a2765b32-621d-4e50-b654-73026acca0de,User Group Policy Preference setting changed
1809c4d3-d6a4-4987-af30-a310db89ff48,User Favorites Folder Redirection Target Path changed
ab7fda66-5f2f-4beb-b8ba-2a949f435d2d,User Favorites Folder Redirection Options changed
8e5cf8a1-bcb5-41d6-9d6f-c6fa36691139,User Downloads Folder Redirection Target Path changed
b7b6bcc6-7758-4db0-832e-622e996080bd,User Downloads Folder Redirection Options changed
e046f875-02e9-442c-9934-c47ec3a37619,User Desktop Folder Redirection Target Path changed
1c93e9c6-ece1-43eb-afa1-982f23cf1173,User Desktop Folder Redirection Options changed
b9cdb0c3-7986-4ce6-b5e8-211725f9f48e,User Credential Roaming removed
1681e58c-33bc-4432-8b1f-c2efad73445e,User Credential Roaming options changed
60c94990-8136-4ba5-9f06-2f2d4dfbc656,User Credential Roaming changed
1d387d6f-2512-4a78-ab25-cb1312e2d6a9,User Credential Roaming added
afe664a8-f99a-4318-b7dd-ccd5108907dd,User Contacts Folder Redirection Target Path changed
5230f9d4-9925-44e7-a255-2104622a6a13,User Contacts Folder Redirection Options changed
813d3e3c-5b40-4cfb-9caa-ec00034d2c1d,User Application Data Folder Redirection Target Path changed
73c1e19c-903a-4886-b16f-1b95a2a51bef,User Application Data Folder Redirection Options changed
26433744-3a3f-4e67-bbdf-4f32617fceb0,User Administrative Template setting changed
2ef3b84a-6811-4f08-bc4a-1d3f04af44e9,User Account Control: Virtualize file and registry write failures to per-user locations
637ae17c-6c10-4452-905b-d4f761f2a659,User Account Control: Switch to the secure desktop when prompting for elevation
9f79a915-9487-4b19-b481-1523ceb72db7,User Account Control: Run all administrators in Admin Approval Mode
02d1320e-fe37-46bf-a42d-352ec624e9bb,User Account Control: Only elevate UIAccess applications that are installed in secure locations
fa07fb8a-bcbd-4116-bdb5-a6b4be8484bb,User Account Control: Only elevate executables that are signed and validated
b873f677-9865-4d5e-abc8-165a775aec21,User Account Control: Detect application installations and prompt for elevation
54f260e0-5151-4ed8-ac83-6e86a1dc3e92,User Account Control: Behavior of the elevation prompt for standard users
53f8bb68-ea4f-4ca6-a5dd-45fce5326f98,User Account Control: Behavior of the elevation prompt for administrators in Admin Approval Mode
0bd5fdcd-fd52-434b-949f-c0e728323537,User Account Control: Allow UIAccess applications to prompt for elevation without using the secure desktop
ef6d97aa-1168-4470-9b9e-a1819f261c40,User Account Control: Admin Approval Mode for the Built-in Administrator account
3ca47a0a-9044-4250-855c-99db56988281,Unsigned Non-Driver Installation Behavior policy changed
6f85c0a4-81c7-4974-98c4-f780a54a7dd8,Trusted People removed
aaa6c658-b5b6-4fbf-b549-c5c67e3c29ec,Trusted People changed
0ce83694-f3eb-43c3-813c-1c5dc625928d,Trusted People added
fb509268-16e1-438c-81d8-6060a4d69df2,Take Ownership Of Files Or Other Objects policy changed
c3b8fcc3-6d1e-44c4-9ee5-9e55a4442511,System: Audit System Integrity changed
ab3155a2-76ce-43ab-94c0-3a7413b2ca0c,System: Audit Security System Extension changed
bdf1a760-c016-40d8-b532-cbf687bfc02a,System: Audit Security State Change modified
2da38d57-7221-42be-a078-021180a47a20,System: Audit Other System Events changed
5bb77c10-d1ab-4f28-bd59-87c3df65c74f,System: Audit IPsec Driver changed
70620696-92fc-4189-a560-2c9ca9528470,System Settings: Use Certificate Rules On Windows Executables For Software Restriction Policies changed
8455d56c-7a26-4450-bf9a-e5e5aa6d0be3,System Settings: Optional Subsystems policy changed
1ac3662a-9cdb-4019-8bdd-fafb7d76fb02,System objects: Strengthen default permissions of internal system objects (e.g. Symbolic Links) policy changed
bb036ec9-d57e-4753-95c5-b6e3e22135aa,System Objects: Require Case Insensitivity For Non-Windows Subsystems Policy changed
05fe8bfa-0c5a-4e7e-ba8a-a7b7cb40d7cb,System Objects: Default Owner For Objects Created By Members Of The Administrators Group policy changed
061e4fb2-d86e-4792-ba73-f0cba20d211c,"System Cryptography: Use FIPS Compliant Algorithms For Encryption, Hashing, and Signing policy changed"
9293a2a4-11ba-4fe6-be50-a9685d69ad74,System Cryptography: Force Strong Key Protection For User Keys Stored On The Computer policy changed
75138582-ee99-4c91-a8de-e06f1f96a5f2,Synchronize Directory Service Data policy changed
9f5e8f18-7b7a-4141-a186-15517e2f177a,Starter GPO User setting changed
48afa97a-5378-4ea1-a1a5-3c5b343e22e7,Starter GPO Computer setting changed
f32e0b1c-3652-4e7d-81fe-c4aba34a5eb3,Shutdown: Clear Virtual Memory Pagefile policy changed
ef43c48f-f6b7-45c3-a7a9-115ea232fbb5,Shutdown: Allow System To Be Shut Down Without Having To Log On policy changed
f9f731ee-bf58-4394-8c86-0c84aba0b418,Shut Down The System policy changed
9c895f5d-628e-4d10-9030-75fa19bef1e2,Service undefined in System Services policy
3c44da28-3832-4e22-ae98-c3aa9a695c27,Service startup changed in System Services policy
6b61234d-a782-4b22-922c-7498058c8050,Service defined in System Services policy
3a376605-bd55-47ac-b499-01d69931917e,Secure System Partition (For RISC Platforms Only) policy changed
8b628afd-9dcc-4643-8dda-cb8bf04f0415,Retention Method For System Log policy changed
1b4ed69a-f797-4eb2-948d-7111e03ed6df,Retention Method For Security Log policy changed
ec4192f5-a261-40a9-84f4-1bb00f5ba3f4,Retention Method For Application Log policy changed
cb2d3254-f838-4d4a-bc4a-4bbafbdeed05,Retain System Log policy changed
e511aecb-97e2-4726-b74a-faee276b86f7,Retain Security Log policy changed
d4c79403-a244-4394-b29d-6c8ca77b342c,Retain Application Log policy changed
29701a7c-c520-479a-b4b8-6f0af77d07db,Restore Files And Directories policy changed
e859a37e-88ac-4b88-8309-be932407608a,Replace A Process Level Token policy changed
49ed4fda-3722-479f-ac6b-e67bb8af11dc,Remove Computer From Docking Station policy changed
